sid,chain,treat,period,fte,pfratio,price
293,roys,1,1,32.5,2.3333333333333335,3.1500000000000004
294,roys,1,0,31.5,1.3157894736842106,3.18
294,roys,1,1,22,2,3.21
295,roys,1,0,32,2,2.98
295,roys,1,1,24,4,3.17
296,roys,1,0,33,0.8695652173913043,2.84
296,roys,1,1,20,1.6363636363636365,3.0000000000000004
297,roys,1,0,33,0.35714285714285715,3.18
297,roys,1,1,20,0.6666666666666666,3.2199999999999998
298,roys,1,0,35,5,3.42
298,roys,1,1,37,8.571428571428571,3.17
299,roys,1,0,35.5,1.9444444444444444,3.2600000000000002
299,roys,1,1,25.5,0.8333333333333334,3.1500000000000004
300,roys,1,0,36,0.5714285714285714,4.47
300,roys,1,1,26,2.727272727272727,3.21
301,wendys,1,0,10,4.666666666666667,2.65
301,wendys,1,1,16,1.2,3.96
302,wendys,1,0,10.5,3.25,2.79
302,wendys,1,1,11.5,1.2857142857142858,3.17
303,wendys,1,0,12,1.4285714285714286,3.7199999999999998
303,wendys,1,1,14.5,0.6363636363636364,4.529999999999999
304,wendys,1,0,13,11,2.61
304,wendys,1,1,15,13,2.79
305,wendys,1,0,13,6.666666666666667,2.7
305,wendys,1,1,14.5,12.5,2.8
306,wendys,1,0,13.5,3.4,2.8200000000000003
306,wendys,1,1,13.5,3.4,2.74
307,wendys,1,0,14,0.8,4.07
307,wendys,1,1,20.5,11.666666666666666,4.27
308,wendys,1,0,15,2.2857142857142856,2.8200000000000003
308,wendys,1,1,16,3.3333333333333335,2.99
309,wendys,1,0,17,1.0909090909090908,2.79
309,wendys,1,1,13.5,11.5,2.79
310,wendys,1,0,17,2.857142857142857,2.76
310,wendys,1,1,16,2,2.79
311,wendys,1,0,17.5,2.6666666666666665,2.76
311,wendys,1,1,27,0.25,4.1899999999999995
312,wendys,1,0,18,1,4.5
312,wendys,1,1,33.5,2.1875,3.03
313,wendys,1,0,18,10,2.97
313,wendys,1,1,23.5,2.272727272727273,3.8899999999999997
314,wendys,1,0,18,7,3.76
314,wendys,1,1,17.5,3.8333333333333335,3.93
315,wendys,1,0,18.25,1.3181818181818181,3.15
315,wendys,1,1,33,0.27586206896551724,3.1399999999999997
316,wendys,1,0,19,7.5,2.88
316,wendys,1,1,53,0.7894736842105263,3.01
317,wendys,1,0,19.5,11,3.1
317,wendys,1,1,25,1.8461538461538463,4.05
318,wendys,1,0,20,3.7142857142857144,3.1
318,wendys,1,1,23.5,2.272727272727273,4.27
319,wendys,1,0,20.25,4.75,2.76
319,wendys,1,1,23.5,1.3571428571428572,2.73
320,wendys,1,0,20.5,0.4117647058823529,2.76
320,wendys,1,1,15.5,0.5833333333333334,2.79
321,wendys,1,0,20.5,0.6451612903225806,2.81
321,wendys,1,1,18,7,2.9000000000000004
322,wendys,1,0,20.5,1.1538461538461537,2.8200000000000003
322,wendys,1,1,23.5,0.6111111111111112,4.529999999999999
323,wendys,1,0,21.5,1.5833333333333333,2.86
323,wendys,1,1,18,10,4.01
324,wendys,1,0,21.5,1.0714285714285714,2.99
324,wendys,1,1,25.5,1.9230769230769231,3.2300000000000004
325,wendys,1,0,22,1.1428571428571428,2.97
325,wendys,1,1,23,0.875,4.35
326,wendys,1,0,23,13.333333333333334,2.83
326,wendys,1,1,27.5,3.5,2.99
327,wendys,1,0,24,10,3.1700000000000004
327,wendys,1,1,24,10,4.27
328,wendys,1,0,28,0.43478260869565216,2.98
328,wendys,1,1,36,0.3225806451612903,2.9000000000000004
329,wendys,1,0,28,2.3076923076923075,2.8200000000000003
329,wendys,1,1,25.5,5.285714285714286,3.1399999999999997
330,wendys,1,0,28,0.43478260869565216,3.0100000000000002
330,wendys,1,1,22.5,1.2142857142857142,3.08
331,wendys,1,0,29,2.4615384615384617,2.86
331,wendys,1,1,21.5,8.75,3.21
332,wendys,1,0,29,0.4166666666666667,2.8200000000000003
332,wendys,1,1,22.5,4,3.1500000000000004
333,wendys,1,0,34.5,0.4642857142857143,3.1
333,wendys,1,1,26.5,11.25,4.16
334,wendys,1,0,36.5,1.8421052631578947,3.07
334,wendys,1,1,60.5,0.6888888888888889,3.16
335,wendys,1,0,44,0.5882352941176471,3.07
335,wendys,1,1,16.5,6.25,3.01
336,wendys,1,0,53,0.46511627906976744,2.73
336,wendys,1,1,19,0.7142857142857143,2.78
